,Deck,Player,ID,Tournament,Date,Format,Size,Decklist,Deck Adjusted
201,Mono-Green Ramp,TacoFarmer,2462996,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Burning-Tree Emissary
1 Castle Garenbrig
4 Elvish Mystic
15 Forest
2 Jadelight Ranger
4 Leyline of Abundance
4 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oath of Nissa
4 Once Upon a Time
2 Vivien, Arkbow Ranger
4 Voracious Hydra
4 Walking Ballista

1 Hornet Queen
4 Nylea's Disciple
1 Reclamation Sage
3 Scavenging Ooze
3 Shapers' Sanctuary
1 Ulamog, the Ceaseless Hunger
2 Whisperwood Elemental",Gx Ramp
202,Mono-Green Ramp,abnerleee,2463007,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Burning-Tree Emissary
1 Castle Garenbrig
2 Courser of Kruphix
4 Elvish Mystic
15 Forest
4 Leyline of Abundance
4 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oath of Nissa
4 Once Upon a Time
2 Vivien, Arkbow Ranger
4 Voracious Hydra
4 Walking Ballista

1 Hornet Queen
4 Nylea's Disciple
1 Reclamation Sage
3 Scavenging Ooze
3 Shapers' Sanctuary
1 Ulamog, the Ceaseless Hunger
2 Whisperwood Elemental",Gx Ramp
203,Mono-Red Aggro,grinderA,2462999,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Bomat Courier
1 Castle Embereth
4 Eidolon of the Great Revel
4 Ghitu Lavarunner
1 Hazoret the Fervent
4 Light Up the Stage
4 Lightning Strike
4 Monastery Swiftspear
14 Mountain
4 Ramunap Ruins
4 Smuggler's Copter
4 Soul-Scar Mage
4 Wild Slash
4 Wizard's Lightning

2 Chandra, Torch of Defiance
2 Goblin Chainwhirler
2 Hazoret the Fervent
3 Rampaging Ferocidon
4 Searing Blood
2 Smash to Smithereens",Rx Aggro
204,Simic Nexus,jmaw,2463004,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"3 Blast Zone
4 Breeding Pool
2 Castle Vantress
2 Chart a Course
1 Cyclonic Rift
4 Dig Through Time
4 Fabled Passage
4 Fog
2 Forest
4 Growth Spiral
2 Hinterland Harbor
5 Island
1 Lumbering Falls
1 Narset, Parter of Veils
4 Nexus of Fate
4 Opt
2 Search for Azcanta
4 Supreme Will
2 Tamiyo, Collector of Tales
1 Thing in the Ice
4 Wilderness Reclamation

2 Display of Dominance
1 Jace, Architect of Thought
1 Mystical Dispute
2 Negate
3 Thing in the Ice
3 Tireless Tracker
3 Veil of Summer",
205,Simic Nexus,niichi,2463013,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"2 Blast Zone
4 Breeding Pool
2 Castle Vantress
1 Cyclonic Rift
4 Dig Through Time
4 Fog
4 Forest
4 Growth Spiral
4 Hinterland Harbor
6 Island
1 Lumbering Falls
4 Nexus of Fate
1 Oko, Thief of Crowns
4 Opt
2 Search for Azcanta
2 Strategic Planning
2 Supreme Will
2 Tamiyo, Collector of Tales
1 Thing in the Ice
4 Wilderness Reclamation
2 Yavimaya Coast

2 Display of Dominance
1 Jace, Architect of Thought
1 Mystical Dispute
2 Negate
3 Thing in the Ice
2 Tireless Tracker
4 Veil of Summer",
206,Simic Nexus,pbarrrgh,2463009,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"2 Blast Zone
4 Breeding Pool
2 Castle Vantress
2 Censor
1 Cyclonic Rift
4 Dig Through Time
2 Fabled Passage
3 Forest
4 Growth Spiral
3 Haze of Pollen
2 Hieroglyphic Illumination
4 Hinterland Harbor
6 Island
1 Lumbering Falls
4 Nexus of Fate
4 Opt
1 Search for Azcanta
2 Strategic Planning
3 Supreme Will
2 Tamiyo, Collector of Tales
4 Wilderness Reclamation

2 Display of Dominance
1 Mystical Dispute
1 Narset, Parter of Veils
2 Negate
2 Return to Nature
3 Thing in the Ice
4 Veil of Summer",
207,Simic Ramp,too22,2463008,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
3 Burning-Tree Emissary
1 Castle Garenbrig
4 Elvish Mystic
7 Forest
4 Hydroid Krasis
1 Kiora, Master of the Depths
4 Leyline of Abundance
4 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
3 Oath of Nissa
4 Once Upon a Time
4 Sylvan Caryatid
1 Ulamog, the Ceaseless Hunger
4 Walking Ballista

2 Cyclonic Rift
3 Negate
3 Nylea's Disciple
2 Scavenging Ooze
3 Veil of Summer
2 Whisperwood Elemental",Simic Midrange
208,Sultai Control,SoulStrong,2463010,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Abrupt Decay
1 Assassin's Trophy
4 Blooming Marsh
2 Botanical Sanctum
1 Breeding Pool
4 Fabled Passage
4 Fatal Push
2 Forest
1 Hissing Quagmire
1 Island
4 Jace, Vryn's Prodigy
1 Kalitas, Traitor of Ghet
2 Liliana, the Last Hope
2 Nissa, Vital Force
4 Oko, Thief of Crowns
4 Overgrown Tomb
2 Scavenging Ooze
2 Swamp
2 Tasigur, the Golden Fang
2 Thought Erasure
4 Thoughtseize
2 Tireless Tracker
2 Vraska, Golgari Queen
3 Watery Grave

1 Assassin's Trophy
1 Dimir Charm
1 Dragonlord Silumgar
1 Kalitas, Traitor of Ghet
2 Mystical Dispute
2 Negate
2 Noxious Grasp
2 Ob Nixilis's Cruelty
1 Questing Beast
2 Veil of Summer",
209,UR,muruga,2463005,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Bomat Courier
4 Darksteel Citadel
2 Emry, Lurker of the Loch
4 Ensoul Artifact
4 Ghostfire Blade
4 Gingerbrute
1 Hope of Ghirapur
1 Island
2 Mutavault
4 Ornithopter
3 Scrapheap Scrounger
1 Sea Gate Wreckage
4 Shivan Reef
4 Shrapnel Blast
2 Skilled Animator
3 Smuggler's Copter
4 Spire of Industry
4 Spirebluff Canal
2 Springleaf Drum
3 Stubborn Denial

1 Abrade
2 Metallic Rebuke
2 Phyrexian Revoker
2 Rending Volley
1 Stubborn Denial
4 The Antiquities War
3 Tormod's Crypt",
210,WURG,Rvng,2462997,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"2 Abrade
4 Botanical Sanctum
4 Breeding Pool
2 Courser of Kruphix
1 Detention Sphere
4 Elvish Mystic
4 Felidar Guardian
2 Forest
4 Gilded Goose
2 Hallowed Fountain
3 Inspiring Vantage
2 Oath of Chandra
4 Oath of Nissa
3 Oko, Thief of Crowns
2 Prophetic Prism
2 Sacred Foundry
4 Saheeli Rai
3 Spirebluff Canal
1 Stomping Ground
1 Supreme Verdict
3 Teferi, Time Raveler
1 Temple Garden
2 Wild Slash

1 Chandra, Torch of Defiance
2 Deafening Clarion
1 Detention Sphere
1 Jace, Architect of Thought
3 Mystical Dispute
1 Negate
2 Rest in Peace
2 Supreme Verdict
2 Veil of Summer",
211,Boros Feather,WadapusRex,2463026,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Battlefield Forge
2 Clifftop Retreat
4 Defiant Strike
4 Dreadhorde Arcanist
4 Expedite
4 Favored Hoplite
4 Feather, the Redeemed
4 Gods Willing
4 Inspiring Vantage
4 Monastery Swiftspear
2 Mountain
2 Plains
4 Reckless Rage
4 Sacred Foundry
2 Soul-Scar Mage
4 Tenth District Legionnaire
4 Titan's Strength

3 Devout Decree
2 Fry
1 Gideon Blackblade
2 Pithing Needle
3 Rest in Peace
2 Swift Justice
2 Wear/Tear",
212,Esper Superfriends,FluffyWolf2,2463027,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"1 Cast Down
3 Drowned Catacomb
2 Elspeth, Sun's Champion
3 Fatal Push
4 Glacial Fortress
4 Godless Shrine
4 Hallowed Fountain
3 Hero's Downfall
2 Interplanar Beacon
4 Isolated Chapel
3 Jace, Architect of Thought
3 Narset, Parter of Veils
2 Oath of Kaya
1 Search for Azcanta
4 Supreme Verdict
1 Swamp
2 Teferi, Hero of Dominaria
3 Teferi, Time Raveler
2 Thought Erasure
4 Thoughtseize
1 Ultimate Price
4 Watery Grave

1 Authority of the Consuls
2 Disdainful Stroke
2 Gideon, Ally of Zendikar
2 Kalitas, Traitor of Ghet
1 Kaya, Orzhov Usurper
2 Mystical Dispute
3 Noxious Grasp
1 The Elderspell
1 Unmoored Ego",
213,Four-Color Copycat,HeyNongMan,2463022,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"3 Aether Hub
4 Botanical Sanctum
4 Breeding Pool
2 Elvish Mystic
4 Felidar Guardian
4 Gilded Goose
3 Heart of Kiran
3 Inspiring Vantage
1 Island
3 Llanowar Elves
1 Mana Confluence
4 Oath of Nissa
4 Oko, Thief of Crowns
1 Reflector Mage
3 Rogue Refiner
4 Saheeli Rai
1 Stomping Ground
1 Tamiyo, Collector of Tales
4 Teferi, Time Raveler
3 Temple Garden
2 Wild Slash
1 Yavimaya Coast

3 Authority of the Consuls
2 Deafening Clarion
2 Deafening Silence
2 Mystical Dispute
2 Rest in Peace
1 Tamiyo, Collector of Tales
3 Veil of Summer",
214,Four-Color Copycat Energy,lighdar,2463015,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Aether Hub
4 Attune with Aether
4 Botanical Sanctum
2 Elvish Mystic
4 Felidar Guardian
2 Forest
4 Gilded Goose
4 Harnessed Lightning
1 Inspiring Vantage
1 Island
1 Jace, Architect of Thought
1 Llanowar Elves
1 Mana Confluence
1 Mountain
1 Oath of Chandra
4 Oath of Nissa
3 Oko, Thief of Crowns
1 Plains
4 Rogue Refiner
4 Saheeli Rai
1 Spirebluff Canal
2 Stomping Ground
4 Teferi, Time Raveler
2 Temple Garden

2 Chandra, Torch of Defiance
1 Dragonlord Silumgar
1 Jace, Architect of Thought
1 Knight of Autumn
2 Mystical Dispute
1 Oath of Chandra
2 Reflector Mage
2 Rest in Peace
2 Veil of Summer
1 Wear/Tear",
215,Golgari Traverse,SpiderSpace,2463017,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"2 Abrupt Decay
2 Aether Hub
1 Assassin's Trophy
1 Blast Zone
4 Blooming Marsh
1 Courser of Kruphix
1 Emrakul, the Promised End
2 Fabled Passage
3 Fatal Push
2 Forest
4 Glint-Sleeve Siphoner
4 Grim Flayer
2 Hissing Quagmire
1 Ishkanah, Grafwidow
2 Liliana, the Last Hope
1 Murderous Rider
1 Once Upon a Time
4 Overgrown Tomb
1 Questing Beast
2 Scavenging Ooze
4 Smuggler's Copter
4 Swamp
4 Thoughtseize
1 Tireless Tracker
4 Traverse the Ulvenwald
1 Vraska, Golgari Queen
1 Walking Ballista

1 Brain Maggot
1 Collective Brutality
1 Fatal Push
1 Kalitas, Traitor of Ghet
2 Languish
4 Leyline of the Void
2 Noxious Grasp
1 Phyrexian Revoker
2 Veil of Summer",BGx Midrange
216,Gruul Aggro,Timr0d,2463020,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Bonecrusher Giant
4 Burning-Tree Emissary
1 Domri Rade
2 Domri, Anarch of Bolas
2 Embercleave
4 Experiment One
7 Forest
2 Game Trail
4 Ghor-Clan Rampager
4 Gruul Spellbreaker
4 Mountain
4 Pelt Collector
4 Rootbound Crag
4 Smuggler's Copter
4 Stomping Ground
3 Voltaic Brawler
3 Zhur-Taa Goblin

1 Chandra, Torch of Defiance
3 Destructive Revelry
1 Domri Rade
1 Domri, Anarch of Bolas
1 Embereth Shieldbreaker
2 Hazoret the Fervent
2 Kraul Harpooner
2 Scavenging Ooze
1 Skullcrack
1 Wild Slash",Rx Aggro
217,Gruul Rythm Champion,Rinko,2463021,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"3 Blossoming Defense
4 Champion of Rhonas
1 Chandra, Torch of Defiance
4 Dragonlord Atarka
6 Forest
4 Generator Servant
4 Ilharg, the Raze-Boar
6 Mountain
4 Once Upon a Time
4 Paradise Druid
3 Rhythm of the Wild
4 Rootbound Crag
4 Stomping Ground
2 Temple of Abandon
3 Wild Slash
4 Worldspine Wurm

2 Abrade
2 Anger of the Gods
2 Damping Sphere
2 Fry
1 Grafdigger's Cage
1 Pithing Needle
1 Reclamation Sage
1 Tormod's Crypt
3 Veil of Summer",
218,Izzet Phoenix,cha21,2463019,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Arclight Phoenix
4 Chart a Course
1 Crackling Drake
4 Fiery Temper
2 Island
4 Izzet Charm
4 Lightning Axe
1 Merchant of the Vale
3 Mountain
4 Opt
3 Shivan Reef
4 Spirebluff Canal
4 Steam Vents
2 Strategic Planning
4 Sulfur Falls
4 Thing in the Ice
4 Treasure Cruise
4 Wild Slash

2 Anger of the Gods
1 Brazen Borrower
2 Dispel
1 Fry
2 Mystical Dispute
3 Narset, Parter of Veils
1 Negate
1 Pithing Needle
2 Saheeli, Sublime Artificer",
219,Izzet Phoenix,d4ygum,2463024,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Arclight Phoenix
4 Chart a Course
2 Crackling Drake
4 Fiery Temper
4 Island
4 Izzet Charm
4 Lightning Axe
2 Mountain
4 Opt
4 Shivan Reef
4 Spirebluff Canal
4 Steam Vents
2 Strategic Planning
2 Sulfur Falls
4 Thing in the Ice
4 Treasure Cruise
4 Wild Slash

3 Abrade
1 Brazen Borrower
2 Chandra, Torch of Defiance
1 Keranos, God of Storms
4 Mystical Dispute
2 Sweltering Suns
2 The Royal Scions",
220,Mono-Green Ramp,Faellan,2463018,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Burning-Tree Emissary
1 Castle Garenbrig
2 Courser of Kruphix
4 Elvish Mystic
15 Forest
4 Leyline of Abundance
4 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oath of Nissa
4 Once Upon a Time
2 Vivien, Arkbow Ranger
4 Voracious Hydra
4 Walking Ballista

1 Hornet Queen
4 Nylea's Disciple
1 Reclamation Sage
3 Scavenging Ooze
3 Shapers' Sanctuary
1 Ulamog, the Ceaseless Hunger
2 Whisperwood Elemental",Gx Ramp
221,Mono-Green Ramp,JacesUltimate,2463025,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Burning-Tree Emissary
1 Castle Garenbrig
4 Elvish Mystic
15 Forest
4 Leyline of Abundance
4 Llanowar Elves
2 Nissa, Voice of Zendikar
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oath of Nissa
4 Once Upon a Time
2 Vivien, Arkbow Ranger
4 Voracious Hydra
4 Walking Ballista

1 Hornet Queen
4 Nylea's Disciple
1 Reclamation Sage
3 Scavenging Ooze
3 Shapers' Sanctuary
1 Ulamog, the Ceaseless Hunger
2 Whisperwood Elemental",Gx Ramp
222,Mono-Green Ramp,Kev_1414,2463023,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Burning-Tree Emissary
1 Castle Garenbrig
2 Courser of Kruphix
4 Elvish Mystic
15 Forest
4 Leyline of Abundance
4 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oath of Nissa
4 Once Upon a Time
2 Vivien, Arkbow Ranger
4 Voracious Hydra
4 Walking Ballista

1 Hornet Queen
4 Nylea's Disciple
1 Reclamation Sage
3 Scavenging Ooze
3 Shapers' Sanctuary
1 Ulamog, the Ceaseless Hunger
2 Whisperwood Elemental",Gx Ramp
223,Mono-Green Ramp,j65536d,2463016,Pioneer Challenge #12006983,11/3/2019,Pioneer,32,"4 Burning-Tree Emissary
1 Castle Garenbrig
1 Courser of Kruphix
4 Elvish Mystic
15 Forest
1 Jadelight Ranger
4 Leyline of Abundance
4 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oath of Nissa
4 Once Upon a Time
2 Vivien, Arkbow Ranger
4 Voracious Hydra
4 Walking Ballista

1 Hornet Queen
4 Nylea's Disciple
2 Reclamation Sage
1 Scavenging Ooze
1 Shapers' Sanctuary
1 Ulamog, the Ceaseless Hunger
3 Veil of Summer
2 Whisperwood Elemental",Gx Ramp
224,Four-Color Copycat,MentalMisstep,2435178,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"3 Aether Hub
4 Botanical Sanctum
1 Brazen Borrower
4 Breeding Pool
3 Elvish Mystic
4 Felidar Guardian
4 Gilded Goose
2 Heart of Kiran
3 Inspiring Vantage
1 Island
2 Llanowar Elves
1 Mana Confluence
4 Oath of Nissa
4 Oko, Thief of Crowns
1 Once Upon a Time
2 Reflector Mage
2 Rogue Refiner
4 Saheeli Rai
1 Stomping Ground
4 Teferi, Time Raveler
3 Temple Garden
2 Wild Slash
1 Yavimaya Coast

2 Deafening Clarion
2 Eidolon of Rhetoric
2 Knight of Autumn
2 Mystical Dispute
2 Rest in Peace
1 Sorcerous Spyglass
2 Surge of Righteousness
2 Veil of Summer",
225,Four-Color Copycat Energy,baronvonfonz,2435179,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"4 Aether Hub
4 Attune with Aether
4 Botanical Sanctum
2 Breeding Pool
4 Felidar Guardian
2 Forest
4 Gilded Goose
3 Harnessed Lightning
2 Heart of Kiran
1 Inspiring Vantage
1 Island
3 Llanowar Elves
1 Mana Confluence
1 Mountain
4 Oath of Nissa
2 Oko, Thief of Crowns
1 Plains
4 Rogue Refiner
4 Saheeli Rai
1 Spirebluff Canal
1 Tamiyo, Collector of Tales
4 Teferi, Time Raveler
3 Temple Garden

3 Arashin Cleric
1 Nahiri, the Harbinger
2 Reflector Mage
3 Spell Pierce
1 Tamiyo, Collector of Tales
2 Tireless Tracker
3 Veil of Summer",
226,Izzet Phoenix,Traft,2435181,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"4 Arclight Phoenix
4 Chart a Course
4 Fiery Temper
4 Island
4 Izzet Charm
2 Jace, Vryn's Prodigy
4 Lightning Axe
2 Merchant of the Vale
2 Mountain
4 Opt
4 Shivan Reef
4 Spirebluff Canal
4 Steam Vents
2 Strategic Planning
2 Sulfur Falls
2 Thing in the Ice
4 Treasure Cruise
4 Wild Slash

2 Abrade
2 Chandra, Torch of Defiance
2 Crackling Drake
2 Fry
2 Mystical Dispute
1 Rending Volley
2 Saheeli, Sublime Artificer
2 Spell Pierce",
227,Izzet Phoenix,sora1248,2435180,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"4 Arclight Phoenix
4 Chart a Course
2 Crackling Drake
1 Entrancing Melody
4 Island
4 Izzet Charm
1 Lightning Axe
2 Merchant of the Vale
4 Mountain
4 Opt
2 Shivan Reef
4 Spirebluff Canal
4 Steam Vents
4 Sulfur Falls
1 The Royal Scions
4 Thing in the Ice
4 Thrill of Possibility
3 Treasure Cruise
4 Wild Slash

2 By Force
2 Chandra, Awakened Inferno
1 Entrancing Melody
3 Fry
4 Mystical Dispute
3 Sweltering Suns",
228,Mono-Blue Tempo,FANAttIC,2435177,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"4 Brazen Borrower
4 Harbinger of the Tides
20 Island
4 Master of Waves
4 Merfolk Trickster
4 Mutavault
4 Quench
4 Siren Stormtamer
4 Smuggler's Copter
4 Tempest Djinn
4 Thassa, God of the Sea

4 Negate
3 Sorcerous Spyglass
4 Spell Pierce
4 Tidebinder Mage",
229,Sultai Midrange,aspiringspike,2435175,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"4 Abrupt Decay
1 Assassin's Trophy
3 Courser of Kruphix
3 Dig Through Time
2 Drown in the Loch
2 Drowned Catacomb
3 Fabled Passage
4 Fatal Push
2 Forest
1 Hero's Downfall
3 Hinterland Harbor
1 Island
4 Jace, Vryn's Prodigy
2 Kalitas, Traitor of Ghet
4 Oko, Thief of Crowns
2 Opt
4 Overgrown Tomb
3 Scavenging Ooze
2 Swamp
4 Thoughtseize
4 Watery Grave
2 Woodland Cemetery

3 Disdainful Stroke
2 Mystical Dispute
3 Narset, Parter of Veils
2 Noxious Grasp
2 Pithing Needle
3 Veil of Summer",
230,Burn,Lichking7,2435192,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"4 Battlefield Forge
4 Boros Charm
3 Eidolon of the Great Revel
1 Hazoret the Fervent
4 Inspiring Vantage
2 Light Up the Stage
4 Lightning Strike
4 Monastery Swiftspear
5 Mountain
3 Rampaging Ferocidon
4 Ramunap Ruins
4 Sacred Foundry
4 Searing Blood
2 Shock
4 Smuggler's Copter
4 Soul-Scar Mage
4 Wild Slash

3 Chained to the Rocks
1 Chandra, Torch of Defiance
2 Deflecting Palm
2 Kari Zev's Expertise
1 Rampaging Ferocidon
2 Rest in Peace
2 Skullcrack
2 Wear/Tear",
231,Four-Color Copycat,HeyNongMan,2435189,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"3 Aether Hub
4 Botanical Sanctum
2 Brazen Borrower
4 Breeding Pool
2 Elvish Mystic
4 Felidar Guardian
4 Gilded Goose
2 Heart of Kiran
3 Inspiring Vantage
1 Island
3 Llanowar Elves
1 Mana Confluence
4 Oath of Nissa
3 Oko, Thief of Crowns
1 Once Upon a Time
2 Reflector Mage
2 Rogue Refiner
4 Saheeli Rai
1 Stomping Ground
4 Teferi, Time Raveler
3 Temple Garden
2 Wild Slash
1 Yavimaya Coast

2 Deafening Clarion
2 Display of Dominance
2 Eidolon of Rhetoric
2 Knight of Autumn
2 Mystical Dispute
2 Rest in Peace
3 Veil of Summer",
232,Izzet Phoenix,Nammersquats,2435174,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"4 Arclight Phoenix
4 Chart a Course
4 Fiery Temper
4 Island
4 Izzet Charm
4 Lightning Axe
2 Merchant of the Vale
2 Mountain
4 Opt
4 Shivan Reef
4 Spirebluff Canal
4 Steam Vents
2 Strategic Planning
2 Sulfur Falls
4 Thing in the Ice
4 Treasure Cruise
4 Wild Slash

3 Abrade
2 Anger of the Gods
1 Brazen Borrower
2 Chandra, Torch of Defiance
1 Fry
2 Mystical Dispute
1 Spell Pierce
3 The Royal Scions",
233,Jeskai Copycat,AlerionONE,2435187,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"1 Abrade
1 Castle Vantress
4 Censor
2 Clifftop Retreat
3 Detention Sphere
3 Dig Through Time
4 Felidar Guardian
4 Glacial Fortress
4 Hallowed Fountain
2 Hieroglyphic Illumination
2 Irrigated Farmland
2 Island
4 Izzet Charm
4 Opt
1 Sacred Foundry
4 Saheeli Rai
4 Steam Vents
4 Sulfur Falls
3 Supreme Verdict
4 Teferi, Time Raveler

1 Abrade
3 Charming Prince
2 Devout Decree
1 Gideon of the Trials
1 Jace, Architect of Thought
2 Mystical Dispute
2 Rest in Peace
3 Spell Queller",
234,Jeskai Copycat,Mzfroste,2435184,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"4 Anticipate
4 Dig Through Time
4 Fabled Passage
4 Felidar Guardian
4 Fiery Impulse
4 Hallowed Fountain
2 Island
3 Lava Coil
1 Mountain
4 Opt
1 Plains
4 Sacred Foundry
4 Saheeli Rai
2 Spell Pierce
4 Spirebluff Canal
4 Steam Vents
4 Teferi, Time Raveler
3 Thrill of Possibility

3 Deafening Clarion
2 Detention Sphere
2 Dovin's Veto
3 Fry
2 Goblin Rabblemaster
3 Mystical Dispute",
235,Mono-Black Vampires,CLYDE THE GLIDE DREXLER,2435183,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"4 Castle Locthwain
4 Champion of Dusk
3 Drana, Liberator of Malakir
4 Fatal Push
4 Gifted Aetherborn
4 Gray Merchant of Asphodel
2 Kalitas, Traitor of Ghet
4 Knight of the Ebon Legion
4 Mutavault
2 Nykthos, Shrine to Nyx
4 Sorin, Imperious Bloodlord
3 Stromkirk Condemned
12 Swamp
4 Thoughtseize
2 Urborg, Tomb of Yawgmoth

1 Ashiok, Dream Render
2 Blightbeetle
2 Duress
2 Grasp of Darkness
2 Hero's Downfall
3 Leyline of the Void
1 Pithing Needle
2 Witch's Vengeance",Bx Aggro
236,Mono-Green Ramp,PykaPower,2435188,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"4 Burning-Tree Emissary
4 Elvish Mystic
16 Forest
4 Leyline of Abundance
4 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
1 Nylea, God of the Hunt
3 Oath of Nissa
4 Once Upon a Time
1 Questing Beast
2 Rishkar, Peema Renegade
4 Sylvan Caryatid
1 Ulamog, the Ceaseless Hunger
4 Walking Ballista

2 Courser of Kruphix
4 Growth-Chamber Guardian
2 Natural State
4 Nylea's Disciple
3 Veil of Summer",Gx Ramp
237,Mono-Green Ramp,Truedawn,2435193,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"4 Burning-Tree Emissary
3 Courser of Kruphix
4 Elvish Mystic
16 Forest
4 Leyline of Abundance
4 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oath of Nissa
4 Once Upon a Time
2 Tireless Tracker
3 Vivien, Arkbow Ranger
4 Walking Ballista

4 Mistcutter Hydra
3 Nylea's Disciple
2 Scavenging Ooze
3 Voracious Hydra
1 Wakeroot Elemental
2 Whisperwood Elemental",Gx Ramp
238,Mono-Red Aggro,sandydogmtg,2435191,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"4 Bomat Courier
1 Castle Embereth
4 Eidolon of the Great Revel
4 Ghitu Lavarunner
1 Hazoret the Fervent
4 Light Up the Stage
4 Lightning Strike
4 Monastery Swiftspear
14 Mountain
4 Ramunap Ruins
4 Smuggler's Copter
4 Soul-Scar Mage
4 Wild Slash
4 Wizard's Lightning

2 Goblin Chainwhirler
2 Hazoret the Fervent
3 Rampaging Ferocidon
4 Searing Blood
4 Smash to Smithereens",Rx Aggro
239,Simic Ramp,Rulleboren,2435190,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
4 Burning-Tree Emissary
4 Elvish Mystic
8 Forest
4 Hydroid Krasis
4 Leyline of Abundance
4 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oath of Nissa
4 Once Upon a Time
3 Sylvan Caryatid
1 Ulamog, the Ceaseless Hunger
4 Walking Ballista

2 Courser of Kruphix
3 Negate
3 Nylea's Disciple
2 Scavenging Ooze
3 Veil of Summer
2 Whisperwood Elemental",Simic Midrange
240,Simic Ramp,h8cUn,2435186,Pioneer Challenge #12000548,10/27/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
4 Elvish Mystic
8 Forest
4 Hydroid Krasis
1 Kiora, Master of the Depths
4 Leyline of Abundance
4 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oath of Nissa
2 Oko, Thief of Crowns
4 Once Upon a Time
2 Polukranos, World Eater
4 Sylvan Caryatid
2 Walking Ballista

2 Courser of Kruphix
1 Cyclonic Rift
1 Grafdigger's Cage
1 Oko, Thief of Crowns
2 Reclamation Sage
2 Scavenging Ooze
2 Sorcerous Spyglass
3 Veil of Summer
1 Walking Ballista",Simic Midrange
